time,SNM
2021-01-01 00:00:00,0.07836457852675832
2021-01-01 01:00:00,0.0
2021-01-01 02:00:00,0.0
2021-01-01 03:00:00,0.0
2021-01-01 04:00:00,0.0
2021-01-01 05:00:00,0.0
2021-01-01 06:00:00,0.0
2021-01-01 07:00:00,0.0
2021-01-01 08:00:00,0.0
2021-01-01 09:00:00,0.0
2021-01-01 10:00:00,0.0
2021-01-01 11:00:00,0.0
2021-01-01 12:00:00,0.0
2021-01-01 13:00:00,0.0
2021-01-01 14:00:00,0.0
2021-01-01 15:00:00,0.0
2021-01-01 16:00:00,0.0
2021-01-01 17:00:00,0.02545847038907153
2021-01-01 18:00:00,0.07947474546651274
2021-01-01 19:00:00,0.20680711967482868
2021-01-01 20:00:00,0.1762002275193398
2021-01-01 21:00:00,0.1431173880901234
2021-01-01 22:00:00,0.10943068476061965
2021-01-01 23:00:00,0.06517137799202546
2021-01-02 00:00:00,0.047565233857260865
2021-01-02 01:00:00,0.0
2021-01-02 02:00:00,0.0
2021-01-02 03:00:00,0.0
2021-01-02 04:00:00,0.0
2021-01-02 05:00:00,0.0
2021-01-02 06:00:00,0.0
2021-01-02 07:00:00,0.0
2021-01-02 08:00:00,0.0
2021-01-02 09:00:00,0.0
2021-01-02 10:00:00,0.0
2021-01-02 11:00:00,0.0
2021-01-02 12:00:00,0.0
2021-01-02 13:00:00,0.0
2021-01-02 14:00:00,0.0
2021-01-02 15:00:00,0.0
2021-01-02 16:00:00,0.0
2021-01-02 17:00:00,0.08189779242851966
2021-01-02 18:00:00,0.22358544645046702
2021-01-02 19:00:00,0.16803739430551837
2021-01-02 20:00:00,0.3506845921362097
2021-01-02 21:00:00,0.24205330346201082
2021-01-02 22:00:00,0.2906305140128213
2021-01-02 23:00:00,0.12574366834358347
2021-01-03 00:00:00,0.039821320503239666
2021-01-03 01:00:00,0.0
2021-01-03 02:00:00,0.0
2021-01-03 03:00:00,0.0
2021-01-03 04:00:00,0.0
2021-01-03 05:00:00,0.0
2021-01-03 06:00:00,0.0
2021-01-03 07:00:00,0.0
2021-01-03 08:00:00,0.0
2021-01-03 09:00:00,0.0
2021-01-03 10:00:00,0.0
2021-01-03 11:00:00,0.0
2021-01-03 12:00:00,0.0
2021-01-03 13:00:00,0.0
2021-01-03 14:00:00,0.0
2021-01-03 15:00:00,0.0
2021-01-03 16:00:00,0.0
2021-01-03 17:00:00,0.1254634943438383
2021-01-03 18:00:00,0.5019170901281966
2021-01-03 19:00:00,0.7877813535830755
2021-01-03 20:00:00,0.812640369162739
2021-01-03 21:00:00,0.6923300424841483
2021-01-03 22:00:00,0.3805892010543312
2021-01-03 23:00:00,0.24472007844543403
2021-01-04 00:00:00,0.06048343533274429
2021-01-04 01:00:00,0.0
2021-01-04 02:00:00,0.0
2021-01-04 03:00:00,0.0
2021-01-04 04:00:00,0.0
2021-01-04 05:00:00,0.0
2021-01-04 06:00:00,0.0
